,0
2024-01-04 14:15:00,
2024-01-04 14:30:00,0.0
2024-01-04 14:45:00,0.0
2024-01-04 15:00:00,0.0
2024-01-04 15:15:00,0.0
2024-01-04 15:30:00,0.0
2024-01-04 15:45:00,0.0
2024-01-04 16:00:00,0.0
2024-01-05 09:30:00,0.0
2024-01-05 09:45:00,0.0
2024-01-05 10:00:00,0.0
2024-01-05 10:15:00,0.0
2024-01-05 10:30:00,0.0
2024-01-05 10:45:00,0.0
2024-01-05 11:00:00,0.0
2024-01-05 11:15:00,0.0
2024-01-05 11:30:00,0.0
2024-01-05 11:45:00,0.0
2024-01-05 12:00:00,0.0
2024-01-05 12:15:00,0.0
2024-01-05 12:30:00,0.0
2024-01-05 12:45:00,0.0
2024-01-05 13:00:00,0.0
2024-01-05 13:15:00,0.0
2024-01-05 13:30:00,0.0
2024-01-05 13:45:00,0.0
2024-01-05 14:00:00,0.0
2024-01-05 14:15:00,0.0
2024-01-05 14:30:00,0.0
2024-01-05 14:45:00,0.0
2024-01-05 15:00:00,0.0
2024-01-05 15:15:00,0.0
2024-01-05 15:30:00,0.0
2024-01-05 15:45:00,0.0
2024-01-05 16:00:00,0.0
2024-01-08 09:30:00,0.0
2024-01-08 09:45:00,0.0
2024-01-08 10:00:00,0.0
2024-01-08 10:15:00,0.0
2024-01-08 10:30:00,0.0
2024-01-08 10:45:00,0.0
2024-01-08 11:00:00,0.0
2024-01-08 11:15:00,0.0
2024-01-08 11:30:00,0.0
2024-01-08 11:45:00,0.0
2024-01-08 12:00:00,0.0
2024-01-08 12:15:00,0.0
2024-01-08 12:30:00,0.0
2024-01-08 12:45:00,0.0
2024-01-08 13:00:00,0.0
2024-01-08 13:15:00,0.0
2024-01-08 13:30:00,0.0
2024-01-08 13:45:00,0.0
2024-01-08 14:00:00,0.0
2024-01-08 14:15:00,0.0
2024-01-08 14:30:00,0.0
2024-01-08 14:45:00,0.0
2024-01-08 15:00:00,0.0
2024-01-08 15:15:00,0.0
2024-01-08 15:30:00,0.0
2024-01-08 15:45:00,0.0
2024-01-08 16:00:00,0.0
2024-01-09 09:30:00,0.0
2024-01-09 09:45:00,0.0
2024-01-09 10:00:00,0.0
2024-01-09 10:15:00,0.0
2024-01-09 10:30:00,0.0
2024-01-09 10:45:00,0.0
2024-01-09 11:00:00,0.0
2024-01-09 11:15:00,0.0
2024-01-09 11:30:00,0.0
2024-01-09 11:45:00,0.0
2024-01-09 12:00:00,0.0
2024-01-09 12:15:00,0.0
2024-01-09 12:30:00,0.0
2024-01-09 12:45:00,0.0
2024-01-09 13:00:00,0.0
2024-01-09 13:15:00,0.0
2024-01-09 13:30:00,0.0
2024-01-09 13:45:00,0.0
2024-01-09 14:00:00,0.0
2024-01-09 14:15:00,0.0
2024-01-09 14:30:00,0.0
2024-01-09 14:45:00,0.0
2024-01-09 15:00:00,0.0
2024-01-09 15:15:00,0.0
2024-01-09 15:30:00,0.0
2024-01-09 15:45:00,0.0
2024-01-09 16:00:00,0.0
2024-01-10 09:30:00,0.0
2024-01-10 09:45:00,0.0
2024-01-10 10:00:00,0.0
2024-01-10 10:15:00,0.0
2024-01-10 10:30:00,0.0
2024-01-10 10:45:00,0.0
2024-01-10 11:00:00,0.0
2024-01-10 11:15:00,0.0
2024-01-10 11:30:00,0.0
2024-01-10 11:45:00,0.0
2024-01-10 12:00:00,0.0
2024-01-10 12:15:00,0.0
2024-01-10 12:30:00,0.0
2024-01-10 12:45:00,0.0
2024-01-10 13:00:00,0.0
2024-01-10 13:15:00,0.0
2024-01-10 13:30:00,0.0
2024-01-10 13:45:00,0.0
2024-01-10 14:00:00,0.0
2024-01-10 14:15:00,0.0
2024-01-10 14:30:00,0.0
2024-01-10 14:45:00,0.0
2024-01-10 15:00:00,0.0
2024-01-10 15:15:00,0.0
2024-01-10 15:30:00,0.0
2024-01-10 15:45:00,0.0
2024-01-10 16:00:00,0.0
2024-01-11 09:30:00,0.0
2024-01-11 09:45:00,0.0
2024-01-11 10:00:00,0.0
2024-01-11 10:15:00,0.0
2024-01-11 10:30:00,0.0
2024-01-11 10:45:00,0.0
2024-01-11 11:00:00,0.0
2024-01-11 11:15:00,0.0
2024-01-11 11:30:00,0.0
2024-01-11 11:45:00,0.0
2024-01-11 12:00:00,0.0
2024-01-11 12:15:00,0.0
2024-01-11 12:30:00,0.0
2024-01-11 12:45:00,0.0
2024-01-11 13:00:00,0.0
2024-01-11 13:15:00,0.0
2024-01-11 13:30:00,0.0
2024-01-11 13:45:00,0.0
2024-01-11 14:00:00,0.0
2024-01-11 14:15:00,0.0
2024-01-11 14:30:00,0.0
2024-01-11 14:45:00,0.0
2024-01-11 15:00:00,0.0
2024-01-11 15:15:00,0.0
2024-01-11 15:30:00,0.0
2024-01-11 15:45:00,0.0
2024-01-11 16:00:00,0.0
2024-01-12 09:30:00,0.0
2024-01-12 09:45:00,0.0
2024-01-12 10:00:00,0.0
2024-01-12 10:15:00,0.0
2024-01-12 10:30:00,0.0
2024-01-12 10:45:00,0.0
2024-01-12 11:00:00,0.0
2024-01-12 11:15:00,0.0
2024-01-12 11:30:00,0.0
2024-01-12 11:45:00,0.0
2024-01-12 12:00:00,0.0
2024-01-12 12:15:00,0.0
2024-01-12 12:30:00,0.0
2024-01-12 12:45:00,0.0
2024-01-12 13:00:00,0.0
2024-01-12 13:15:00,0.0
2024-01-12 13:30:00,0.0
2024-01-12 13:45:00,0.0
2024-01-12 14:00:00,0.0
2024-01-12 14:15:00,0.0
2024-01-12 14:30:00,0.0
2024-01-12 14:45:00,0.0
2024-01-12 15:00:00,0.0
2024-01-12 15:15:00,0.0
2024-01-12 15:30:00,0.0
2024-01-12 15:45:00,0.0
2024-01-12 16:00:00,0.0
